agl_dist_value_filtered, agl_dist_value, sonar_bebop.distance1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, -1610612736, 1072300636 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, 0, 1072298963 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, -2147483648, 1072299665 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, 1610612736, 1072298503 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, -2147483648, 1072299282 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
1426448, 1610612736, 1072297135 
