0.060000, 0.050000, 51.9905968, 4.3767786
0.050000, 0.054000, 51.9905968, 4.3767786
0.055000, 0.054000, 51.9905968, 4.3767791
0.054000, 0.054000, 51.9905968, 4.3767786
0.052000, 0.055000, 51.9905968, 4.3767786
0.056000, 0.056000, 51.9905968, 4.3767786
1.604000, 0.433000, 51.9905968, 4.3767791
0.433000, 0.433000, 51.9905968, 4.3767791
1.165000, 0.433000, 51.9905968, 4.3767796
0.051000, 0.256000, 51.9905968, 4.3767800
0.256000, 0.062000, 51.9905968, 4.3767800
0.062000, 0.051000, 51.9905968, 4.3767810
0.027000, 0.062000, 51.9905968, 4.3767815
0.031000, 0.062000, 51.9905968, 4.3767819
2.178000, 0.031000, 51.9905968, 4.3767824
1.674000, 0.053000, 51.9905968, 4.3767834
0.016000, 1.674000, 51.9905968, 4.3767838
0.053000, 0.462000, 51.9905968, 4.3767848
2.014000, 0.449000, 51.9905968, 4.3767853
0.462000, 0.462000, 51.9905968, 4.3767862
0.449000, 1.358000, 51.9905968, 4.3767872
1.580000, 1.114000, 51.9905968, 4.3767881
1.358000, 1.114000, 51.9905968, 4.3767891
1.114000, 1.114000, 51.9905968, 4.3767900
0.052000, 0.306000, 51.9905968, 4.3767910
0.306000, 0.306000, 51.9906006, 4.3767920
0.049000, 0.052000, 51.9906006, 4.3767929
1.958000, 0.306000, 51.9906006, 4.3767934
0.042000, 0.049000, 51.9906006, 4.3767943
1.799000, 1.799000, 51.9906006, 4.3767962
0.038000, 1.539000, 51.9906006, 4.3767962
1.907000, 1.539000, 51.9906006, 4.3767977
1.539000, 0.651000, 51.9906044, 4.3767991
0.533000, 0.651000, 51.9906044, 4.3768005
0.651000, 0.533000, 51.9906044, 4.3768010
0.025000, 0.033000, 51.9906044, 4.3768024
0.033000, 0.033000, 51.9906044, 4.3768034
0.026000, 0.033000, 51.9906044, 4.3768044
0.037000, 0.037000, 51.9906044, 4.3768058
1.431000, 1.431000, 51.9906082, 4.3768072
1.896000, 1.895000, 51.9906082, 4.3768082
2.218000, 1.896000, 51.9906082, 4.3768096
1.895000, 1.896000, 51.9906082, 4.3768106
2.210000, 2.210000, 51.9906082, 4.3768115
1.889000, 1.896000, 51.9906082, 4.3768129
2.227000, 1.896000, 51.9906120, 4.3768134
1.896000, 1.893000, 51.9906120, 4.3768148
1.893000, 1.893000, 51.9906120, 4.3768158
0.047000, 1.261000, 51.9906120, 4.3768167
1.261000, 0.069000, 51.9906120, 4.3768182
0.069000, 0.069000, 51.9906120, 4.3768196
0.042000, 0.069000, 51.9906120, 4.3768206
1.372000, 0.069000, 51.9906158, 4.3768220
0.060000, 0.060000, 51.9906158, 4.3768229
2.018000, 1.372000, 51.9906158, 4.3768239
0.057000, 2.018000, 51.9906158, 4.3768249
2.214000, 2.018000, 51.9906158, 4.3768258
2.414000, 1.508000, 51.9906158, 4.3768272
0.059000, 1.508000, 51.9906158, 4.3768282
1.508000, 0.074000, 51.9906158, 4.3768287
0.053000, 0.074000, 51.9906158, 4.3768296
0.074000, 1.508000, 51.9906158, 4.3768311
2.509000, 0.085000, 51.9906158, 4.3768325
2.324000, 0.085000, 51.9906158, 4.3768330
0.085000, 0.085000, 51.9906158, 4.3768344
0.068000, 0.072000, 51.9906158, 4.3768353
0.072000, 0.072000, 51.9906197, 4.3768358
0.058000, 0.072000, 51.9906197, 4.3768368
1.967000, 0.072000, 51.9906197, 4.3768377
0.076000, 0.072000, 51.9906197, 4.3768382
0.069000, 0.076000, 51.9906197, 4.3768392
0.072000, 0.076000, 51.9906197, 4.3768401
1.378000, 0.072000, 51.9906197, 4.3768406
